title,authors,year,citationCount,abstract,keywords 
ENHANCING FAKE PRODUCT DETECTION USING DEEP LEARNING OBJECT DETECTION MODELS,"['Eduard Daoud', 'D. Vu', 'Hung Nguyen', 'M. Gaedke']",2020,0,"ResearchAndMarkets wrote in their report on May 15, 2018, that up to 1.2 Trillion USD in 2017 of products are counterfeited goods. The report estimated this damage globally at 1.82 Trillion USD in 2020. This paper does not consider copyright infringement, digital piracy, counterfeiting or fraudulent documents, but rather examines the prevention of counterfeiting on a technological basis. The presence of counterfeit products on the European and US markets increase, the intervention of inspection bodies and authorities alone is obviously not sufficient, but consumers could make their contribution and improve the situation. In this paper, we research the possibility to reduce counterfeit products using machine learning-based technology. Image and text recognition, and classification based on machine learning have the potential to become the key technology in the fight against counterfeiting. Image recognition and classification of product information empowers the end customer to identify counterfeits accurately and efficiently by comparing them with trained models. The goal of this paper is to create an easy, simple, and elegant application, which empowers the end-users to identify counterfeit products and as such contribute to the fight against product piracy.",
Auto-Extraction and Integration of Metrics forWeb User Interfaces,"['Maxim Bakaev', 'Sebastian Heil', 'V. Khvorostov', 'M. Gaedke']",2019,14,"Metric-based assessment of web user interface (WUI) quality attributes is shifting from code (HTML/CSS) analysis to mining webpages’visual representations based on image recognition techniques. In our paper, we describe a visual analysis tool which takes a WUI screenshot and produces structured and machine-readable representation (JSON) of the interface elements’ spatial allocation. The implementation is based on OpenCV (image recognition functions), dlib (trained detector for the elements’ classification), and Tesseract (label and content text recognition). The JSON representation is used to automatically calculate several metrics related to visual complexity, which is known to have major effect on user experience with UIs. We further describe a WUI measurement platform that allows integration of the currently dispersed sets of metrics from different providers and demonstrate the platform’s use with several remote services. We perform statistical analysis of the Journal of Web Engineering, Vol. 17 6&7, 561–590. doi: 10.13052/jwe1540-9589.17676 c © 2019 River Publishers 562 M. Bakaev et al. collected metrics in relation to complexity-related subjective evaluations obtained from 63 human subjects of various nationalities. Finally, we build predictive models for visual complexity and show that their accuracy can be improved by integrating the metrics from different sets. Regressions with the single index of visual complexity metric that we proposed had R2=0.460, while the best joint model with 4 metrics had R2=0.647.",
MPCC: Generic Secure Multi-Party Computation in Centralized Cloud-based Environments,"['Philip Kaiser', 'André Langer', 'M. Gaedke']",2019,0,"Comparing business KPIs with other market participants through benchmarking is a means for companies to optimize costs. Those collaborative optimizations require data of all participating actors that might include business secrets and, therefore, must be kept private in many cases. This demonstrates the demand for privacy-preserving Big Data analytics. Over the last decades, a variety of mechanisms and protocols that enable privacy-preserving collaborative computations have been presented such as trusted third party (TTP) approaches or secure multi-party computation (MPC). However, existing solutions for privacy-preserving benchmarking often only compute a fixed set of arithmetic functions and usually follow a decentralized communication scheme among all peers. We will instead investigate a generic secure MPC system that (1) can compute more general functions, (2) discuss benefits of a service-provider oriented centralized setup and (3) determine the class of arithmetic functions that the selected secure computation mechanism can compute feasibly in practice.
 Our solution proposes an architecture that can calculate functions containing an arbitrary number of additions, subtractions and multiplications, which is capable to operate in scalable cloud environments with also a larger number of peers with the objective to deliver computation results within 24 hours.",
"Investigating the Influence of CPU Load, Memory Usage and Environmental Conditions on the Jittering of Android Devices","['Maik Benndorf', 'M. Kaden', 'Frederic Ringsleben', 'Christian Roschke', 'Rico Thomanek', 'M. Gaedke', 'T. Haenselmann']",2018,0,"Over the last decade, the smartphone has become an important part of our everyday lives and is used even in the most rural regions. The use cases of this device go far beyond communication for which they were mainly designed. It can, e.g., be used for activity recognition or serve as a measuring device. However, for these use cases, smartphones might suffer difficulties such as jittering. Jittering is the deviation between the time an event occurs and the time the event is reported by the device. In this paper, we investigate the influence of environmental conditions such as heat as well as the processor load and memory usage on jittering. With this work, we want to contribute to a better understanding of jittering and its influencing factors.",
Crowdsourced Reverse Engineering: Experiences in Applying Crowdsourcing to Concept Assignment,"['Sebastian Heil', 'Valentin Siegert', 'M. Gaedke']",2018,0,"This article details the idea of Crowdsourced Reverse Engineering (CSRE) by analysing three major challenges: (1) automatic task extraction, (2) source code anonymization and (3) results aggregation and quality control. We re-formulate the Reverse Engineering activity of concept assignment as a crowdsourced classification task to exemplify these challenges and describe suitable methods to address them. Our overview on existing research of crowdsourcing showcases examples of successful application in the field of Software Engineering and argues that Reverse Engineering activities like Concept Assignment are likely to also benefit from crowdsourcing by determining a high similarity in eight crowdsourcing dimensions to the microtasking model. Our experiments on the crowdsourcing platform microworkers.com support this, producing 187 results by 34 crowd workers which classified 10 code fragments with decent quality. We provide an extended analysis of the observed crowd workers’ behavior and report evidence of surprisingly high levels of engagement and efforts undertaken by the crowd. Concluding our experiences, this article indicates three open research challenges for future work.",
Intelligent End User Development Platform Towards Enhanced Decision-Making,"['Bahareh Zarei', 'M. Gaedke']",2017,0,"From a decision-making perspective, the web is an emerging information domain. It makes a large amount of data available for a large group of users in different domains. In recent years, the dramatic growth of data accessible through the web and the development of large-scale distributed web services have presented new challenges for users. Web services generate data in an ad hoc manner; hence, the systematic management of data has become an obstacle for efficient decision making. On the other hand, the emergence of IoT devices exaggerates the data production rate. Therefore, due to the overwhelming amount of data online, it is essential to support end users, who have limited knowledge of programming, in accessing the relevant information. During the last few decades, many approaches have been proposed to collect and process heterogeneous data from distributed sources in a more uniform way. However, existing solutions have failed to provide the flexibility required for data integration and management. The goal of this project is providing a systematic approach for end users to access and analyze exact data at the right time. The goal of this PhD project is to support knowledge workers in decision making with an end user development approach.",
"PROCEEDINGS-2017 IEEE 25TH INTERNATIONAL REQUIREMENTS ENGINEERING CONFERENCE WORKSHOPS, REW 2017",,2017,0,,
Utilizing Linked Data Structures for Social-aware Search Applications,"['André Langer', 'M. Krug', 'Luis Moreno', 'M. Gaedke']",2017,1,"Improving the user experience and conversion rate by means of personalization is of major importance for modern e-commerce applications. Several publications in the past have already dealt with the topic of adaptive search result ranking and appropriate ranking metrics. Newer approaches also took personalized ranking attributes of a connected Social Web platform into account to form so called Social Commerce Applications. However, these approaches were often limited to data silos of closed-platform data providers and none of the contributions discussed the benefits of Linked Data in building social-aware e-commerce applications so far. Therefore, we present a first formalization of a scoring model for a social-aware search approach that takes user interaction from multiple social networks into account. In contrast to other existing solutions, our approach focuses on a Linked Data information management in order to easily combine social data from different social networks. We analyze the possible influence of friend activities to the relevance of a person’s search intent and how it can be combined with other ranking factors in a formalized scoring model. As a result, we implement a first demonstrator built upon RDF data to show how an application can present the user an adaptive search result list depending on the users’ current social context.",
REFOCUS: Current & Future Search Interface Requirements for German-speaking Users,"['Maximilian Speicher', 'A. Both', 'M. Gaedke']",2016,0,"While smartphones are widely used for web browsing, also other novel devices like Smart TVs become increasingly popular. Yet, current interfaces do not cater for the newly available devices beyond touch and small screens, if at all for the latter. Particularly search engines--today's entry points of the WWW--must ensure their interfaces are easy to use on any web-enabled device. We report on a survey that investigated (1) users' perception and usage of current search interfaces, and (2) their expectations towards current and future search interfaces. Users are mostly satisfied with desktop and mobile search, but seem to be skeptical towards web search with novel devices and input modalities. Hence, we derive REFOCUS--a novel set of requirements for current and future search interfaces, which shall address the demand for improvement of novel web search and has been validated by 12 dedicated experts.",
The SmartComposition Approach for Creating Environment-Aware Multi-Screen Mashups,"['M. Krug', 'Fabian Wiedemann', 'M. Ast', 'M. Gaedke']",2016,0,"Mashups aim to enable non-experts to compose complex applications by combining various existing building blocks. The special case of user interface mashups is focusing on the composition of user interface components. In this paper, we present our SmartComposition approach as an UI mashup framework that supports local developers in creating environment-aware multi-screen mashups. We aim for simplicity and focus on the definition of mashup scenarios by only using HTML markup. Therefore, we facilitate Web Component technologies to build SmartComponents – the building blocks in our approach. For achieving environment-awareness, our approach integrates features of the Web of Things into mashups, such as controlling actors and accessing sensors. SmartComposition provides mashup composition by external communication configuration through markup. We additionally propose the distribution of mashup components and their communication across multiple screens using a messaging service utilizing WebSockets.",
Towards Handling Constraint Network Conditions between WoT Entities using Conflict-free Anti-Entropy Communication,"['M. Ast', 'M. Gaedke']",2016,0,"Deploying and composing Web of Things entities in scenarios where connections are subject to network constraints, like disconnected operations, intermittent connections or limited bandwidth, requires handling changing network conditions properly. Therefore, this work proposes to utilize both eventual consistent data structures and corresponding eventual consistent communication for such scenarios. This enables composition and collaboration of WoT entities in network constraint scenarios.",
AttributeLinking: Exploiting Attributes for Inter-component Communication,"['M. Krug', 'M. Gaedke']",2016,0,"In this paper, we propose exploiting attributes of client-side web components to provide inter-component communication by external configuration. With the standardization of WebComponents, the Web is finally getting a uniform way to define and use client-side components. We determined that DOM elements already provide a standard configuration interface: attributes. Using the WebComponents technologies for state-of-the-art user-interface components, attributes can also act as output interfaces. By providing an Attribute-Link component, new web applications can be composed directly in the markup without knowledge of JavaScript. With the integration of a multi-device supporting Messaging-Service, components can be even linked across multiple connected devices. This enables the development of distributed user interfaces.",
Agile Web Migration for SMEs,"['Sebastian Heil', 'M. Gaedke']",2016,0,"Migrating legacy desktop to web applications is an important and challenging task for SME software companies. Due to their limited resources, migration should be integrated in ongoing development processes. Existing research in this area does not consider recent paradigm shifts in web development. Therefore, our work is dedicated to supporting SME software providers in migrating to modern web applications while integrating this into ongoing development. This paper outlines our idea and presents a roadmap towards achieving this goal.",
Value-Sensitive Design in Hyper-Connected Societies,"['M. Ast', 'M. Gaedke']",2016,0,"In hyper-connected societies, where the opposite of communication and interaction may unobtrusively change from a human to a bot or another device, underlying services and technologies can easily come into conflict with cultural and social values. In this paper, we discuss how values apply to hyper-connected societies and we elaborate how values could be functionally integrated into platforms that provide and combine both human-to-human, human-to-service and human-to-thing communication and interaction.",
Towards Reputation-Aware Expert Finding with Linked Open Data.,"['Sebastian Heil', 'Stefan Wild', 'M. Krug', 'M. Gaedke']",2016,0,"Distributed social networks allow creating new work patterns, addressing the workforce of a company as crowd. Here, finding suitable workers for specific functions is important for work quality, but largely relies on human assessment. In web-scale environments this assessment exceeds human capability. Linked open data has proven to be successful in providing semantic descriptions and discoverability of distributed resources. Hence, we leverage linked open data, so that each worker can have a semantic profile based on WebID and reference co-workers, skills, projects, etc. To recommend suitable experts for a given task, supporting systems are required, which use this profile data. In this paper, we extend our previous work on CRAWL towards reputationaware expert finding in distributed social networks. We outline three major aspects – Endorsements, Achievements and Meta Reputation – to achieve reputation awareness and report on our progress, showcase open challenges and present a roadmap for future work.",
Systematic composition of web-based applications with focus on security,"['A. Scholtz', 'Stefan Wild', 'M. Gaedke']",2015,1,"With increasing complexity of web-based applications, traditional engineering from scratch becomes an effortful matter with security aspects difficult to oversee. By composing applications from reusable building blocks, component-based web engineering approaches promise to reduce time to market while providing flexibility to changing conditions. Yet, they face a trade off between developing software in an agile fashion and establishing a solid security foundation. To mitigate risks of successful attacks, web engineers must however ensure security during the entire lifetime of web-based applications. This paper therefore presents WAM++ which combines well with existing methodology and assists engineers in designing web-based applications with a strong emphasis on security. Based on the theoretical foundation from prior work, we introduce a vocabulary to describe both the architecture of web-based applications and involved services. Furthermore, we support engineers by an online diagraming tool and showcase a prototypical implementation of WAM++ in an existing identity management platform.",
Secure Storing of E-Health Records in the Cloud,"['Fabian Wiedemann', 'M. Gaedke']",2015,0,"Storing business sensitive data in the cloud is a huge challenge. Since disclosures of Edward Snowden, the trust in encryptions of the cloud provider decreased enormously. While this problem exists in many domains, like financial data, we identified a scenario in the e-Health sector. It is an important issue to preserve the patients' privacy when storing their e-Health records in the cloud. That is, encryption and decryption must be done by the client and it must be ensured that the cloud provider cannot access any e-Health record. Since a lot of e-Health records can be stored in such a system, it must be possible to search on the encrypted data without revealing any meta data or the records themselves. In this paper we present our planned research to securely store data in the cloud. We propose a first approach to deal with the identified requirements and describe our research methodology.",
"ProProtect3: An Approach for Protecting User Profile Data from Disclosure, Tampering, and Improper Use in the Context of WebID","['Stefan Wild', 'Fabian Wiedemann', 'Sebastian Heil', 'Alexey Tschudnowsky', 'M. Gaedke']",2015,5,"WebID is a new identification approach of the W3C. It enables managing profile data associated to persons and services at self-defined places in the cloud. By relying on RDF vocabularies like FOAF for describing user profile data, WebID contributes to the Semantic Web vision. While access to user profiles can be controlled with existing security mechanisms, they are not designed to protect sensitive data within user profiles from unwanted retrieval, malicious manipulation, and improper use. This article analyzes the risks that affect the knowledge stored in WebID-based user profiles. It therefore describes potential attack scenarios and outlines the challenges a solution must deal with. To tackle the problem of insufficient protection, we propose ProProtect3. This approach enables identity owners (1) to create customized filters for sensitive data, (2) to verify the profile data integrity, and (3) to restrict the rights of delegatees. For evaluating the ProProtect3 approach, we integrate it into a WebID identity provider.",
Using Linked Data for Modeling Secure Distributed Web Applications and Services,"['Falko Braune', 'Stefan Wild', 'M. Gaedke']",2014,1,"The increasing service orientation of today’s Web applications enables swift reaction on new customer needs by adjusting, extending or replacing parts of the Web application’s architecture. While this allows for an agile response to change, it is inappropriate when it comes to security. Security needs to be treated as a first thought throughout the entire lifecycle of a Web application. The recently proposed WAMplus approach does not only offer an expressive, extensible and easy-to-use way to model a Web application architecture, but also puts a strong emphasis on the security. In this paper we present an exemplary implementation of WAMplus using the Sociddea WebID identity management system known from prior work. There, we show how WebID is used to identify, describe and authenticate Web applications and services while taking their protection through WAC and fine-grained data filters into account.",
Building Bridges between Diverse Identity Concepts Using WebID,"['Michel Rienäcker', 'Stefan Wild', 'M. Gaedke']",2014,1,"Single sign-on systems enable users to log into different Web services with the same credentials. Major identity providers such as Google or Facebook rely on identity concepts like OpenID or OAuth for this purpose. WebID by the W3C offers similar features, but additionally allows for storing identity data in an expressive, extensible and machine-readable way using Linked Data. Due to differences in manageable user attributes and the authentication protocols as such, the identity concepts are incompatible to each other. With more than one identity concept in use, users need to remember or keep further credentials. In this paper we therefore propose the B3IDS approach. It aims at improving the user experience and the adoption of WebID by building bridges between diverse identity concepts with WebID. We exemplarily implement B3IDS in an existing WebID identity provider and management system.",
Easing Access for Novice Users in Multi-screen Mashups by Rule-Based Adaption,"['Philipp Oehme', 'Fabian Wiedemann', 'M. Krug', 'M. Gaedke']",2014,0,"Novice users often need support to become familiar with a new mashup. The most common problem is that mashups offer a high grade of personalization, such as the user’s choice which widgets she wants to use. This problem becomes more difficult in multi-screen mashups, because the user has to decide additionally on which screen the widgets should run. In our recent work we focused on creating multi-screen mashups for enriching multimedia content. That is, a user can watch a video on one screen and also can consume additional content, like a Google Maps excerpt, on another one. This paper presents an approach for rule-based adaption of multi-screen mashups to ease the access for novice users. Therefore, we analyze the users’ interaction with the mashup and detect patterns. Based on these patterns we derive rules which will be applied to the mashups of novice users as well as experienced ones. Thus, widgets will be added and arranged automatically on the user’s several screens when the execution of a previously generated rule is triggered.",
"Sicherheit in der Informationstechnik-Verantwortungsteilung zwischen Nutzern, Wirtschaft und Staat",['Martin Schallbruch'],2011,0,"Das Internet ist integrativer Bestandteil unseres Lebens geworden. Es sind nicht nur neue Gesch¨ aftsmodelle entstanden, auch wirtschaftlich, gesellschaftlich und sozial ergeben sich ganz neue M¨ oglichkeiten. So positiv und chancenreich diese zunehmende Vernetzung ist, sie hat auch ihre Schattenseiten, denn die Verf¨ unserer Computersysteme ist bedroht durch technikimmanente Fehler und verst¨ arkt auch durch Cyber-Attacken einer stark international torganisierten Kriminalit¨ und fremder Staaten. Die Verfdes Cyber-Raums und die Integrit¨ at, Authentizit¨ at und Ver- traulichkeit der darin vorhandenen Daten sind zu einer existenziellen Frage des 21. Jahrhunderts geworden. Die Gewvon Cyber-Sicherheit wird damit zur zentralen gemeinsamen Herausforderung fStaat, Wirtschaft und Gesellschaft im nationalen und internationalen Kontext. Aufgrund der verteilten Verantwortung von Staat, Wirtschaft und Gesellschaft wird der Schutz unserer Informationsinfrastruk- turen vor allem dann erfolgreich sein, wenn alle Akteure gemeinsam und partner- schaftlich ihre jeweilige Aufgabe wahrnehmen.",
Multi-Touch zur Unterstützung agiler Softwareentwicklungsprozesse,"['M. Krug', 'Hendrik Gebhardt', 'M. Gaedke']",2011,0,"Zur Unterstutzung von agilen Softwareentwicklungsmethoden wird eine Microsoft Surface MultiTouch-Anwendung vorgestellt, welche den Bewertungsprozess von User-Stories basierend auf der bewahrten Technik namens Planning Poker aktiv unterstutzt und vereinfacht. Dabei wird intuitive Gestensteuerung, die Erkennung von visuellen Codes und optisch ansprechendes Feedback zur Gestaltung eines motivationsfordernden Erlebnisses eingesetzt.",
Extending Kansei Design for Requirements Consideration in Web Engineering,"['Maxim Bakaev', 'M. Gaedke', 'V. Khvorostov', 'Sebastian Heil']",2016,3,"In our paper we consider how the eminent Kansei Engineering (KE) method can be applied in computer-aided development of websites. Although principally used for exploring emotional dimension of users’ experience with products, KE can be extended to incorporate other types of software requirements. In conjunction with AI Neural Networks (Kansei Type II), it then becomes possible to automate, up to a certain degree, evaluation of website quality in terms of functionality, usability, and appeal. We provide an overview of existing works related to KE application in web design, and note its certain gap with systematic Web Engineering. Then we summarize approaches for auto-validation of different types of requirements, with particular focus on computer-aided usability evaluation. Finally, we describe the ongoing experimental study we undertook with 82 participants, in which a Kansei-based survey with 21 university websites was performed, and outline preliminary results and prospects.",
NWeSP 2007,"['Sang-Yong Han', 'D. Du', 'A. Abraham']",2007,1,,
6 th International Workshop on Web-Oriented Software Technologies,,2008,0,,
Web engineering: technical discipline or social process?,"['B. White', 'D. Lowe', 'M. Gaedke', 'D. Schwabe', 'Y. Deshpande']",2005,0,"This panel aims to explore the nature of the emerging Web engineering discipline. It will attempt to strongly engage with the issue of whether Web Engineering is currently, and (more saliently) should be in the future, viewed primarily as a technical design discipline with its attention firmly on the way in which Web technologies can be leveraged in the design process, or whether it should be viewed primarily as a socio-positioned discipline which focuses on the nature of the way in which projects are managed, needs are understood and users interact.",
Software Contracts for Component-Based Web Engineering,"['M. Gaedke', 'M. Nussbaumer', 'E. Tonkin']",2005,0,,
Web Content Delivery to Heterogeneous Mobile,"['M. Gaedke', 'M. Beigl', 'H. Gellersen', 'Christian Segor']",1998,47,"It is widely acknowledged that information such as web content should be adapted for mobile platforms to account for restrictions in mobile environments. As emerging mobile platforms such as different kinds of Personal Digital Assistant (PDA) tend to vary largely in their capabilities, we suggest that adaptation should be platform-specific. Common approaches for content adaptation are automated conversion and explicit specification of adapted content, with a trade-off between quality and development/maintenance effort. As alternative avoiding this trade-off, we propose a simple object-oriented framework for content adaptation. To facilitate the use of this framework in the Web, we base our approach on the object-oriented WebComposition model and its XML-based implementation WCML. We apply our object-oriented approach to an example application to demonstrate how object-oriented specification of platform-adapted content reduces development/maintenance effort.",
Applying Scalable Distributed Data Structures to Tuple Spaces,"['P. Obreiter', 'G. Gräf', 'M. Gaedke']",2002,0,"1 Distributed Tuple Spaces Tuple spaces have been conceived [3] and extended under the influence of databases and messaging systems. However, there is no notion of data schemes, and queries are specified by templates, that may wildcard arbitrary fields of a tuple. Therefore, indexing tuples is a highly non trivial task, which is complicated even more by the advent of field hierarchies. As a result, the need of multi-dimensional indexing and range queries becomes apparent. The transformation of an arbitrary field to an interval, as introduced in [5], induces the transformation of a tuple to a hypercube. Since templates are syntactically identical with tuples, this transformation applies to templates, too. Based on this abstract representation, a necessary condition for matching is deduced, i.e. the inclusion of a tuple's hypercube within the template's hypercube. Furthermore, tuples have to be distributed among several tuple space servers, in order to achieve a scalable tuple space. Therefore, each server is assigned a hypercube, which induces its tuple domain, i.e. the set of tuples with hypercubes that have a non null intersection with the server's hypercube. If a tuple is written to the tuple space, it is stored on an arbitrary server, the tuple domain of which including the tuple. Then, queries may be confined to the subset of servers with tuple domains that include the template.",
Web engineering: introduction to minitrack,"['M. Gaedke', 'D. Schwabe', 'G. Rossi', 'H. Gellersen']",2000,2,"The Web has evolved into a global environment addressing all kinds of application delivery, ranging from small-scale and short-lived services to large-scale, enterprise workflow systems distributed over many servers. The design, implementation, maintenance respectively evolution, and federation of such Web applications requires the application of software engineering practice, specifically as the life-cycle of Web applications is dramatically influenced by arising technologies, user-behavior, and state-of-the-art trends in electronic commerce. Nevertheless most of today's Web application development is still ad-hoc, which may result from the Web's legacy as a coarse-grained, document-centric information system rather than an application platform. Furthermore, the navigational metaphor intrinsic to the Web opens up new ways of managing huge information spaces, and the way users interact with applications to perform a task. Because the Web implementation model does not relate well to state-of-the-art software development models, it is rather difficult to define frameworks that enable the construction of Web Information System applications, reuse design knowledge captured in design patterns, or bridge the gap between a design model and the Web implementation model. This problematic was recently referred to as Web Crisis indicating that the lack of a structured approach will restrict the process of developing or federating more complex systems in the Web relating to cost reduction and quality improvement. In the recent years, this “webexperience” in the Hypermedia and Web community evolved into a new discipline called Web Engineering. Thus, Web Engineering focuses on the evolution of a profound engineering process and dedicated technologies, methods, and models for the development and maintenance of Web-applications. The Minitrack consists of five papers that cover a broad range of aspects concerning Web Engineering: In “Towards a Relationship Navigation Analysis” Yoonhee Yoo and Michael Bieber discuss the importance for determining the relationships within conceptual domains or implementations. Thus, they introduce the Relationship Navigation Analysis for system analysis, which is based on a generic relationship taxonomy and provides a systematic way of identifying useful relationships in application domains. German and Cowan investigate many design patterns of the Web community in “Towards a unified catalog of hypermedia design patterns”. They analyze the vocabularies and taxonomies of design patterns for the Web that are in use today and propose to rewrite the patterns using a uniform vocabulary. Markus Schranz, Johannes Weidl, and Stefan Zechmeister argue in “Engineering Complex World Wide Web Services with JESSICA and UML” that complex Web services are comparable to large software systems. Therefore, the management and engineering process requires dedicated methodologies and processes. The authors introduce the use of the object-oriented language JESSICA and its support by the Uniform Modeling Language UML. They demonstrate the use of the engineering system with a real world application. In their paper “A Schema-Based Approach to Web Engineering” Christoph Kuhnke, Andreas Turk, and Josef Schneeberger present a tool that supports their process model for publishing. They suggest the separation of content, layout, navigation, and structure for Document Engineering. This discipline focuses on document design, authoring, and production, and is seen as a methodology of Web Engineering. In “Using Finite State Machines as Design and Engineering Model for Database Backed Web Applications” Karl M. Göschka and Jürgen Falb examine the use of hyperlink for user interaction with relational databases. They present an approach using finite state machines as basis for modelling dynamically generated hyperlinks, which in turn are used to interact with databases. Proceedings of the 33rd Hawaii International Conference on System Sciences 2000",
Patterns and Components: Capturing the Lasting amidst the Changing,"['H. Gellersen', 'F. Lyardet', 'M. Gaedke', 'D. Schwabe', 'G. Rossi']",1999,4,"Documents, sites and in general applications in the World-Wide Web are undergoing constant evolution. Yet we would argue that not everything changes but that a large proportion of design decisions are of lasting quality. We propose that such design decision be captured explicitly through complimentary use of design patterns in design methods, and illustrate this with the use of patterns in the Object-Oriented Hypermedia Design Method (OOHDM). Further, we propose the use of an object-oriented web implementation technology, the WebComposition Markup Language (WCML), to facilitate straightforward mapping of object-oriented design patterns to an implementation, and so to facilitate the tracking of higher-level design decisions in a web implementation.",
The Right Data at the Right Moment for the Right Person—User Requirements and Their Implications for the Design of Indoor Navigation Systems,"['Verena Traubinger', 'Lena Franzkowiak', 'Nico Tauchmann', 'Maria Costantino', 'J. Richter', 'M. Gaedke']",2021,0,"Indoor Navigation Systems are constantly improved in a variety of technological fields, but often without considering individual user requirements. As a direct consequence, navigation information is not sufficient for the variety of all users. By combining and evaluating user requirements and data models for indoor representation, five categories of indoor navigation information were compiled. OpenStreetMap (OSM) serves as a basis to form items for an online survey for able-bodied, visually and motorically impaired people. Based on the results, we determined: User groups are an important element in indoor navigation. Individual preferences and time dependence of information need to be considered additionally. These results are then used to derive implications for several stages and components in the technological development process. We argue that following these implications by including user requirements in these processes will lead to a higher satisfaction with Indoor Navigation Systems for all users.",
Einsatz Domänen-spezifischer Sprachen für Komponenten-basierte Web Anwendungen,['A. Raabe'],2009,3,"Der Artikel beschaftigt sich zunachst mit dem derzeitigen und zukunftigen Einsatz von Social Software in Unternehmen. Nach dem grosen Erfolg von Social Software im Web beginnen viele Unternehmen eigene Social Software-Initiativen zu entwickeln. Der Artikel zeigt die derzeit wahrgenommenen Einsatzmoglichkeiten von Social Software im Unternehmen auf, erortert Erfolgsfaktoren fur die Einfuhrung und prasentiert mogliche Wege fur die Zukunft. Nach der Diskussion des Spezialfalles Social Software in Unternehmen werden anschliesend die globalen Trends und Zukunftsperspektiven des Web 2.0 in ihren technischen, wirtschaftlichen und sozialen Dimensionen dargestellt. Wie aus den besprochenen Haupttrends hervorgeht, wird die Masse an digital im Web verfugbaren Informationen stetig weiterwachsen. So stellt sich die Frage, wie es in Zukunft moglich sein wird, die Qualitat der Informationssuche und der Wissensgenerierung zu verbessern. Mit dem Einsatz von semantischen Technologien im Web wird hier eine revolutionare Moglichkeit geboten, Informationen zu filtern und intelligente, gewissermasen „verstehende“ Anwendungen zu entwerfen. Auf dem Weg zu einem intelligenten Web werden sich das Semantic Web und Social Software annahern: Anwendungen wie Semantic Wikis, Semantic Weblogs, lightweight Semantic Web-Sprachen wie Microformats oder auch kommerzielle Angebote wie Freebase von Metaweb werden die ersten Vorzeichen einer dritten Generation des Webs sein.",
Crowdsourced Reverse Engineering: Experiences in Applying Crowdsourcing to Concept Assignment,"['Sebastian Heil', 'Valentin Siegert', 'M. Gaedke']",2018,0,"This article details the idea of Crowdsourced Reverse Engineering (CSRE) by analysing three major challenges: (1) automatic task extraction, (2) source code anonymization and (3) results aggregation and quality control. We re-formulate the Reverse Engineering activity of concept assignment as a crowdsourced classification task to exemplify these challenges and describe suitable methods to address them. Our overview on existing research of crowdsourcing showcases examples of successful application in the field of Software Engineering and argues that Reverse Engineering activities like Concept Assignment are likely to also benefit from crowdsourcing by determining a high similarity in eight crowdsourcing dimensions to the microtasking model. Our experiments on the crowdsourcing platform microworkers.com support this, producing 187 results by 34 crowd workers which classified 10 code fragments with decent quality. We provide an extended analysis of the observed crowd workers’ behavior and report evidence of surprisingly high levels of engagement and efforts undertaken by the crowd. Concluding our experiences, this article indicates three open research challenges for future work.",
2 Methods and Tools,"['P. Latkoski', 'E. Obregon']",2011,0,"This deliverable presents the results of spectrum availability assessment for selected scenarios of secondary spectrum access. The basic assessment framework provided in QUASAR deliverable D5.1 is adopted and refined to take into account the characteristics specific to the scenarios. Throughout this deliverable, it is assumed that there exists a single secondary user in the system. Four scenarios are investigated which consider macro cellular system, Wi-Fi hotspot, and indoor broadband access as the secondary use cases. Digital TV, radar, and aeronautical navigation systems are assumed to be the primary systems. 1 Dissemination level codes: PU = Public PP = Restricted to other programme participants (including the Commission Services) RE = Restricted to a group specified by the consortium (including the Commission Services) CO = Confidential, only for members of the consortium (including the Commission Services) QUASAR Document: D5.2 (ICT-248303) Date: 31.12.2011 QUASAR <RESTRICTED / PUBLIC> DISTRIBUTION Page 2 of 90 © QUASAR and the authors",
A BOT-ENABLED APPROACH FOR WEB SERVICE DISCOVERY,,2020,0,,
VISH: Does Your Smart Home Dialogue System Also Need Training Data?,"['Mahda Noura', 'Sebastian Heil', 'M. Gaedke']",2020,1,"The main objective of smart homes is to improve the quality of life and comfort of their inhabitants through automation systems and ambient intelligence. Voice-based interaction like dialogue systems is the current emerging trend in these systems. Natural Language Understanding (NLU) model can identify the end-users’ intentions in the utterances provided to spoken dialogue systems. The utility of dialogue systems is reliant on the quality of NLU models, which is in turn significantly dependent on the availability of a high-quality and sufficiently large corpus for training, containing diverse utterance structures. However, building such corpora is a complex task even for companies possessing significant human and infrastructure resources. On the other hand, the existing corpora for the smart home domain are either concerned with web services, focus on direct goals only, follow static command structure, or are not publicly available in English language which limits the development of goal-oriented dialogue systems for smart homes. In this paper, we propose a generic method to create training data for the NLU component using a generative grammar-based approach. Our method outputs, Voice Interaction in Smart Home (VISH) dataset consisting of five million unique utterances for the smart home. This dataset can greatly facilitate research in the area of voice-based dialogue systems for smart homes. We evaluate the approach by using VISH to train several state-of-the-art NLU models. Our experiment results demonstrate the capability of the corpus to support the development of goal-oriented voice-based dialogue systems in the context of smart homes.",
DECENTRALIZING PRODUCTS CERTIFICATES USING BLOCKCHAIN TECHNOLOGY,"['Eduard Daoud', 'M. Gaedke']",2019,0,,
